order_id,order_date,region,product_category,sales_rep,lead_source,units_sold,unit_price,revenue,month
510542,2025-05-20,West,Smart Blinds,Rep D,Partner,5,452.34,2261.7,2025-05
510543,2024-08-28,Midwest,Smart Blinds,Rep E,Inbound Call,3,992.4,2977.2,2024-08
510544,2025-08-06,South,Window Treatments,Rep E,Canvassing,5,1066.47,5332.35,2025-08
510545,2024-07-15,East,Window Treatments,Rep E,Inbound Call,4,524.69,2098.76,2024-07
510546,2025-09-21,Midwest,Smart Blinds,Rep B,Partner,1,135.04,135.04,2025-09
510547,2024-10-29,West,Outdoor Shades,Rep E,Referral,3,634.36,1903.08,2024-10
510548,2025-02-12,Midwest,Window Treatments,Rep C,Referral,1,743.56,743.56,2025-02
510549,2024-07-05,South,Outdoor Shades,Rep B,Partner,5,414.25,2071.25,2024-07
510550,2024-07-09,West,Outdoor Shades,Rep E,Partner,4,461.67,1846.68,2024-07
510551,2025-01-17,West,Smart Blinds,Rep A,Website,2,624.45,1248.9,2025-01
510552,2025-09-14,South,Window Treatments,Rep D,Canvassing,5,422.91,2114.55,2025-09
510553,2025-01-31,South,Outdoor Shades,Rep B,Partner,4,965.98,3863.92,2025-01
510554,2025-08-31,West,Outdoor Shades,Rep C,Inbound Call,4,760.25,3041.0,2025-08
510555,2025-05-15,East,Accessories,Rep A,Inbound Call,4,460.04,1840.16,2025-05
510556,2024-05-09,Midwest,Accessories,Rep A,Referral,5,463.1,2315.5,2024-05
510557,2024-05-15,Midwest,Outdoor Shades,Rep D,Partner,5,832.5,4162.5,2024-05
510558,2024-01-13,East,Window Treatments,Rep E,Inbound Call,4,617.86,2471.44,2024-01
510559,2025-05-30,Midwest,Window Treatments,Rep D,Inbound Call,3,717.22,2151.66,2025-05
510560,2024-11-05,South,Outdoor Shades,Rep E,Partner,2,545.26,1090.52,2024-11
510561,2024-05-03,West,Smart Blinds,Rep C,Website,5,460.38,2301.9,2024-05
510562,2025-08-30,East,Outdoor Shades,Rep C,Referral,2,286.03,572.06,2025-08
510563,2025-01-19,Midwest,Accessories,Rep E,Website,2,166.98,333.96,2025-01
510564,2024-01-03,West,Accessories,Rep B,Canvassing,2,511.68,1023.36,2024-01
510565,2025-02-22,Midwest,Accessories,Rep C,Referral,4,369.33,1477.32,2025-02
510566,2025-06-10,East,Window Treatments,Rep A,Inbound Call,5,272.28,1361.4,2025-06
510567,2025-07-27,South,Accessories,Rep E,Website,4,490.5,1962.0,2025-07
510568,2025-01-03,Midwest,Smart Blinds,Rep B,Canvassing,1,931.49,931.49,2025-01
510569,2025-02-07,East,Outdoor Shades,Rep A,Canvassing,3,791.64,2374.92,2025-02
510570,2025-04-02,West,Smart Blinds,Rep A,Canvassing,3,1024.38,3073.14,2025-04
510571,2024-04-23,East,Outdoor Shades,Rep C,Partner,1,132.11,132.11,2024-04
510572,2024-04-18,West,Accessories,Rep D,Canvassing,2,603.18,1206.36,2024-04
510573,2025-12-20,South,Window Treatments,Rep E,Website,1,348.09,348.09,2025-12
510574,2025-03-24,East,Window Treatments,Rep D,Inbound Call,5,932.99,4664.95,2025-03
510575,2024-02-06,West,Window Treatments,Rep D,Inbound Call,1,173.45,173.45,2024-02
510576,2024-12-26,East,Window Treatments,Rep C,Partner,5,587.34,2936.7,2024-12
510577,2024-11-25,West,Outdoor Shades,Rep B,Canvassing,1,907.71,907.71,2024-11
510578,2024-01-06,South,Outdoor Shades,Rep B,Referral,5,973.04,4865.2,2024-01
510579,2024-04-20,Midwest,Outdoor Shades,Rep A,Canvassing,4,803.1,3212.4,2024-04
510580,2024-08-20,East,Accessories,Rep E,Referral,4,575.98,2303.92,2024-08
510581,2025-02-16,West,Outdoor Shades,Rep B,Canvassing,2,634.22,1268.44,2025-02
510582,2024-12-29,West,Window Treatments,Rep D,Referral,1,368.35,368.35,2024-12
510583,2025-01-28,South,Smart Blinds,Rep A,Canvassing,2,567.94,1135.88,2025-01
510584,2025-02-06,East,Window Treatments,Rep D,Partner,1,835.72,835.72,2025-02
510585,2025-12-20,East,Outdoor Shades,Rep A,Partner,3,974.19,2922.57,2025-12
510586,2024-06-29,West,Window Treatments,Rep E,Website,3,1027.36,3082.08,2024-06
510587,2024-05-02,East,Accessories,Rep D,Referral,3,788.91,2366.73,2024-05
510588,2024-12-29,South,Window Treatments,Rep E,Referral,3,807.14,2421.42,2024-12
510589,2024-11-10,Midwest,Window Treatments,Rep D,Canvassing,5,214.68,1073.4,2024-11
510590,2025-10-24,West,Smart Blinds,Rep B,Inbound Call,1,205.57,205.57,2025-10
510591,2024-05-27,Midwest,Window Treatments,Rep C,Inbound Call,3,919.36,2758.08,2024-05
510592,2024-08-31,West,Window Treatments,Rep C,Website,1,263.19,263.19,2024-08
510593,2025-06-15,Midwest,Outdoor Shades,Rep D,Referral,1,660.47,660.47,2025-06
510594,2024-09-29,East,Window Treatments,Rep C,Inbound Call,4,779.1,3116.4,2024-09
510595,2024-11-22,East,Window Treatments,Rep D,Inbound Call,2,907.0,1814.0,2024-11
510596,2024-07-27,East,Window Treatments,Rep B,Inbound Call,4,673.96,2695.84,2024-07
510597,2024-06-26,East,Accessories,Rep A,Canvassing,3,505.16,1515.48,2024-06
510598,2025-07-02,South,Window Treatments,Rep D,Website,1,921.11,921.11,2025-07
510599,2024-04-19,West,Smart Blinds,Rep B,Website,2,275.1,550.2,2024-04
510600,2025-12-15,West,Window Treatments,Rep B,Canvassing,4,773.59,3094.36,2025-12
510601,2024-11-13,East,Outdoor Shades,Rep A,Partner,3,687.02,2061.06,2024-11
510602,2025-06-16,South,Window Treatments,Rep A,Website,4,359.81,1439.24,2025-06
510603,2024-10-31,Midwest,Smart Blinds,Rep D,Website,1,283.54,283.54,2024-10
510604,2024-02-28,West,Outdoor Shades,Rep D,Referral,4,743.69,2974.76,2024-02
510605,2024-02-03,West,Smart Blinds,Rep C,Inbound Call,1,585.49,585.49,2024-02
510606,2025-08-28,East,Accessories,Rep D,Website,2,178.59,357.18,2025-08
510607,2024-10-23,South,Outdoor Shades,Rep A,Referral,2,185.47,370.94,2024-10
510608,2024-11-22,Midwest,Outdoor Shades,Rep E,Inbound Call,3,159.91,479.73,2024-11
510609,2025-12-10,East,Window Treatments,Rep B,Referral,2,1074.96,2149.92,2025-12
510610,2025-08-28,West,Accessories,Rep C,Partner,3,270.13,810.39,2025-08
510611,2024-06-20,East,Smart Blinds,Rep D,Inbound Call,5,890.13,4450.65,2024-06
510612,2024-05-13,South,Window Treatments,Rep A,Canvassing,4,1004.71,4018.84,2024-05
510613,2024-01-19,South,Smart Blinds,Rep E,Partner,1,769.6,769.6,2024-01
510614,2025-07-02,East,Smart Blinds,Rep E,Referral,3,279.49,838.47,2025-07
510615,2025-01-31,East,Outdoor Shades,Rep C,Canvassing,5,748.02,3740.1,2025-01
510616,2025-07-04,South,Smart Blinds,Rep D,Canvassing,3,207.71,623.13,2025-07
510617,2024-04-07,West,Window Treatments,Rep A,Website,5,172.27,861.35,2024-04
510618,2024-05-06,East,Accessories,Rep E,Partner,5,582.34,2911.7,2024-05
510619,2024-01-30,South,Smart Blinds,Rep B,Website,2,380.88,761.76,2024-01
510620,2024-04-16,West,Smart Blinds,Rep B,Referral,3,940.85,2822.55,2024-04
510621,2025-03-11,East,Outdoor Shades,Rep E,Partner,2,206.49,412.98,2025-03
510622,2025-06-21,East,Smart Blinds,Rep D,Canvassing,3,231.15,693.45,2025-06
510623,2025-02-12,East,Window Treatments,Rep A,Inbound Call,2,409.51,819.02,2025-02
510624,2025-01-13,South,Window Treatments,Rep C,Canvassing,4,392.82,1571.28,2025-01
510625,2025-12-14,Midwest,Smart Blinds,Rep D,Inbound Call,1,503.07,503.07,2025-12
510626,2024-08-15,West,Outdoor Shades,Rep C,Referral,2,429.23,858.46,2024-08
510627,2025-10-10,East,Outdoor Shades,Rep D,Canvassing,1,779.66,779.66,2025-10
510628,2024-03-09,Midwest,Window Treatments,Rep A,Referral,4,1087.62,4350.48,2024-03
510629,2025-01-16,South,Accessories,Rep E,Referral,1,462.79,462.79,2025-01
510630,2025-10-16,South,Smart Blinds,Rep B,Website,2,991.74,1983.48,2025-10
510631,2024-04-01,West,Window Treatments,Rep C,Website,4,478.48,1913.92,2024-04
510632,2025-08-23,West,Outdoor Shades,Rep C,Referral,5,854.33,4271.65,2025-08
510633,2024-01-08,Midwest,Window Treatments,Rep A,Referral,2,497.94,995.88,2024-01
510634,2024-09-06,West,Window Treatments,Rep C,Website,5,1018.66,5093.3,2024-09
510635,2025-03-09,West,Outdoor Shades,Rep D,Referral,1,848.59,848.59,2025-03
510636,2025-11-02,West,Smart Blinds,Rep B,Referral,4,511.82,2047.28,2025-11
510637,2025-01-02,East,Smart Blinds,Rep E,Referral,2,343.51,687.02,2025-01
510638,2024-09-29,West,Outdoor Shades,Rep B,Referral,5,804.56,4022.8,2024-09
510639,2025-05-28,West,Outdoor Shades,Rep C,Inbound Call,4,759.04,3036.16,2025-05
510640,2024-10-03,Midwest,Accessories,Rep A,Canvassing,4,140.98,563.92,2024-10
510641,2024-03-04,West,Window Treatments,Rep E,Partner,4,419.72,1678.88,2024-03
510642,2025-06-04,West,Outdoor Shades,Rep B,Canvassing,1,569.31,569.31,2025-06
510643,2024-11-14,Midwest,Smart Blinds,Rep C,Inbound Call,5,701.11,3505.55,2024-11
510644,2025-02-04,Midwest,Smart Blinds,Rep C,Canvassing,5,453.48,2267.4,2025-02
510645,2025-03-10,West,Outdoor Shades,Rep C,Referral,2,207.58,415.16,2025-03
510646,2025-08-31,West,Smart Blinds,Rep B,Referral,5,616.36,3081.8,2025-08
510647,2024-09-15,West,Smart Blinds,Rep A,Canvassing,1,156.45,156.45,2024-09
510648,2024-01-28,Midwest,Window Treatments,Rep A,Referral,3,477.4,1432.2,2024-01
510649,2024-03-20,Midwest,Accessories,Rep D,Canvassing,5,521.96,2609.8,2024-03
510650,2024-05-18,South,Window Treatments,Rep C,Inbound Call,5,1034.54,5172.7,2024-05
510651,2025-02-10,East,Smart Blinds,Rep B,Referral,2,148.04,296.08,2025-02
510652,2024-09-03,South,Outdoor Shades,Rep E,Canvassing,2,1006.61,2013.22,2024-09
510653,2024-01-09,West,Window Treatments,Rep D,Canvassing,2,926.83,1853.66,2024-01
510654,2024-01-27,Midwest,Window Treatments,Rep D,Website,3,484.56,1453.68,2024-01
510655,2025-09-28,West,Smart Blinds,Rep E,Partner,2,741.12,1482.24,2025-09
510656,2025-01-23,South,Window Treatments,Rep C,Inbound Call,5,785.35,3926.75,2025-01
510657,2025-03-11,Midwest,Outdoor Shades,Rep C,Inbound Call,3,937.85,2813.55,2025-03
510658,2025-06-26,Midwest,Smart Blinds,Rep A,Website,1,885.69,885.69,2025-06
510659,2024-07-08,South,Smart Blinds,Rep D,Website,4,208.15,832.6,2024-07
510660,2024-03-17,South,Accessories,Rep A,Inbound Call,1,916.97,916.97,2024-03
510661,2025-03-22,South,Window Treatments,Rep B,Inbound Call,1,1096.93,1096.93,2025-03
510662,2024-08-01,West,Outdoor Shades,Rep B,Partner,5,1091.0,5455.0,2024-08
510663,2024-06-17,West,Accessories,Rep E,Inbound Call,2,598.13,1196.26,2024-06
510664,2024-01-19,South,Outdoor Shades,Rep E,Inbound Call,2,122.78,245.56,2024-01
510665,2024-01-28,West,Accessories,Rep B,Referral,2,558.88,1117.76,2024-01
510666,2024-09-18,South,Smart Blinds,Rep E,Referral,5,1016.76,5083.8,2024-09
510667,2025-05-26,East,Outdoor Shades,Rep D,Partner,2,592.88,1185.76,2025-05
510668,2024-07-13,East,Outdoor Shades,Rep A,Partner,5,248.21,1241.05,2024-07
510669,2025-02-04,South,Window Treatments,Rep C,Referral,1,752.86,752.86,2025-02
510670,2024-09-25,Midwest,Smart Blinds,Rep B,Website,1,390.25,390.25,2024-09
510671,2025-08-29,East,Accessories,Rep A,Website,1,764.35,764.35,2025-08
510672,2025-07-25,Midwest,Outdoor Shades,Rep C,Referral,2,450.19,900.38,2025-07
510673,2025-10-17,East,Smart Blinds,Rep E,Website,5,432.63,2163.15,2025-10
510674,2024-03-27,Midwest,Outdoor Shades,Rep E,Website,2,1023.71,2047.42,2024-03
510675,2024-08-25,Midwest,Accessories,Rep A,Inbound Call,1,301.02,301.02,2024-08
510676,2025-04-08,West,Accessories,Rep B,Inbound Call,4,718.7,2874.8,2025-04
510677,2024-11-05,West,Window Treatments,Rep B,Canvassing,2,1013.52,2027.04,2024-11
510678,2025-06-27,East,Outdoor Shades,Rep C,Canvassing,3,568.8,1706.4,2025-06
510679,2025-02-16,South,Window Treatments,Rep A,Inbound Call,5,518.18,2590.9,2025-02
510680,2025-02-24,South,Outdoor Shades,Rep A,Partner,3,757.6,2272.8,2025-02
510681,2024-09-07,East,Window Treatments,Rep A,Canvassing,4,817.07,3268.28,2024-09
510682,2025-07-12,South,Smart Blinds,Rep C,Partner,3,459.78,1379.34,2025-07
510683,2025-01-11,South,Outdoor Shades,Rep D,Canvassing,4,440.21,1760.84,2025-01
510684,2024-07-08,South,Smart Blinds,Rep B,Canvassing,2,472.34,944.68,2024-07
510685,2025-04-06,South,Smart Blinds,Rep E,Partner,5,239.73,1198.65,2025-04
510686,2024-03-19,West,Accessories,Rep E,Canvassing,1,566.64,566.64,2024-03
510687,2024-04-21,West,Smart Blinds,Rep E,Referral,4,241.84,967.36,2024-04
510688,2025-11-15,West,Smart Blinds,Rep A,Inbound Call,3,992.1,2976.3,2025-11
510689,2025-01-18,East,Outdoor Shades,Rep C,Partner,5,967.43,4837.15,2025-01
510690,2025-09-10,East,Window Treatments,Rep D,Inbound Call,3,1024.93,3074.79,2025-09
510691,2025-07-05,West,Smart Blinds,Rep C,Website,2,660.33,1320.66,2025-07
510692,2025-08-09,West,Outdoor Shades,Rep C,Website,5,320.16,1600.8,2025-08
510693,2024-08-04,West,Smart Blinds,Rep D,Referral,3,1069.7,3209.1,2024-08
510694,2025-10-02,South,Accessories,Rep C,Referral,5,1026.39,5131.95,2025-10
510695,2024-10-19,East,Outdoor Shades,Rep B,Inbound Call,5,926.89,4634.45,2024-10
510696,2024-07-02,West,Smart Blinds,Rep D,Canvassing,3,355.36,1066.08,2024-07
510697,2024-05-22,West,Smart Blinds,Rep E,Partner,3,884.04,2652.12,2024-05
510698,2025-12-25,West,Smart Blinds,Rep B,Referral,2,363.56,727.12,2025-12
510699,2025-04-21,East,Accessories,Rep E,Partner,3,698.36,2095.08,2025-04
510700,2024-07-30,East,Outdoor Shades,Rep C,Website,2,1051.41,2102.82,2024-07
510701,2024-12-30,Midwest,Window Treatments,Rep E,Canvassing,2,416.22,832.44,2024-12
510702,2024-07-06,East,Smart Blinds,Rep B,Website,2,233.1,466.2,2024-07
510703,2024-03-12,South,Window Treatments,Rep E,Partner,4,370.69,1482.76,2024-03
510704,2024-03-19,West,Accessories,Rep A,Referral,5,817.72,4088.6,2024-03
510705,2024-09-20,West,Accessories,Rep A,Canvassing,4,379.23,1516.92,2024-09
510706,2024-12-27,West,Window Treatments,Rep A,Website,4,472.41,1889.64,2024-12
510707,2024-02-17,East,Outdoor Shades,Rep B,Canvassing,3,906.66,2719.98,2024-02
510708,2025-09-19,Midwest,Window Treatments,Rep C,Canvassing,1,1091.39,1091.39,2025-09
510709,2024-03-16,South,Window Treatments,Rep D,Inbound Call,1,221.05,221.05,2024-03
510710,2024-09-07,West,Outdoor Shades,Rep D,Referral,1,249.28,249.28,2024-09
510711,2025-04-17,West,Window Treatments,Rep B,Partner,5,120.48,602.4,2025-04
510712,2025-08-18,Midwest,Outdoor Shades,Rep D,Partner,3,1051.59,3154.77,2025-08
510713,2025-12-29,West,Smart Blinds,Rep B,Partner,2,424.06,848.12,2025-12
510714,2025-03-05,East,Window Treatments,Rep A,Referral,1,710.85,710.85,2025-03
510715,2025-11-12,East,Smart Blinds,Rep A,Inbound Call,3,189.34,568.02,2025-11
510716,2025-12-05,East,Accessories,Rep A,Canvassing,5,217.0,1085.0,2025-12
510717,2025-08-24,East,Window Treatments,Rep E,Inbound Call,4,1010.39,4041.56,2025-08
510718,2024-07-17,East,Window Treatments,Rep D,Partner,3,571.91,1715.73,2024-07
510719,2024-08-08,Midwest,Window Treatments,Rep B,Website,2,175.91,351.82,2024-08
510720,2024-11-15,East,Accessories,Rep B,Inbound Call,2,410.33,820.66,2024-11
510721,2025-07-15,West,Window Treatments,Rep C,Canvassing,3,275.35,826.05,2025-07
510722,2025-11-25,West,Outdoor Shades,Rep E,Inbound Call,1,848.54,848.54,2025-11
510723,2024-12-30,West,Outdoor Shades,Rep D,Canvassing,4,296.11,1184.44,2024-12
510724,2024-03-28,South,Outdoor Shades,Rep A,Partner,4,878.97,3515.88,2024-03
510725,2024-03-06,West,Window Treatments,Rep D,Partner,5,974.58,4872.9,2024-03
510726,2025-06-24,South,Window Treatments,Rep B,Inbound Call,2,972.58,1945.16,2025-06
510727,2024-09-18,Midwest,Window Treatments,Rep C,Referral,3,150.66,451.98,2024-09
510728,2025-09-22,West,Window Treatments,Rep D,Partner,1,491.24,491.24,2025-09
510729,2025-06-01,East,Smart Blinds,Rep C,Inbound Call,5,1018.91,5094.55,2025-06
510730,2025-03-06,Midwest,Window Treatments,Rep C,Website,4,983.9,3935.6,2025-03
510731,2025-09-03,Midwest,Outdoor Shades,Rep A,Website,3,355.75,1067.25,2025-09
510732,2024-08-28,West,Window Treatments,Rep D,Referral,3,952.12,2856.36,2024-08
510733,2024-04-08,South,Window Treatments,Rep D,Partner,3,338.21,1014.63,2024-04
510734,2024-04-27,West,Smart Blinds,Rep E,Inbound Call,1,775.26,775.26,2024-04
510735,2025-09-01,South,Outdoor Shades,Rep D,Inbound Call,1,579.63,579.63,2025-09
510736,2024-02-26,East,Window Treatments,Rep B,Referral,1,990.28,990.28,2024-02
510737,2025-10-05,South,Window Treatments,Rep A,Referral,2,375.82,751.64,2025-10
510738,2024-12-04,West,Smart Blinds,Rep D,Canvassing,4,197.18,788.72,2024-12
510739,2024-09-10,East,Window Treatments,Rep E,Referral,4,175.31,701.24,2024-09
510740,2024-08-31,South,Window Treatments,Rep B,Inbound Call,4,373.18,1492.72,2024-08
510741,2025-07-21,South,Window Treatments,Rep D,Canvassing,3,269.87,809.61,2025-07
510742,2024-02-15,South,Outdoor Shades,Rep C,Inbound Call,3,357.74,1073.22,2024-02
510743,2024-01-21,South,Smart Blinds,Rep B,Website,5,343.17,1715.85,2024-01
510744,2024-10-28,Midwest,Window Treatments,Rep D,Website,5,405.01,2025.05,2024-10
510745,2024-08-30,South,Accessories,Rep D,Inbound Call,3,1008.36,3025.08,2024-08
510746,2024-06-04,South,Window Treatments,Rep B,Referral,1,1084.46,1084.46,2024-06
510747,2024-10-15,East,Outdoor Shades,Rep E,Inbound Call,2,124.11,248.22,2024-10
510748,2025-07-14,Midwest,Window Treatments,Rep A,Referral,1,865.05,865.05,2025-07
510749,2024-01-08,West,Outdoor Shades,Rep C,Referral,3,196.97,590.91,2024-01
510750,2025-12-08,East,Smart Blinds,Rep B,Referral,3,799.33,2397.99,2025-12
510751,2024-02-19,East,Outdoor Shades,Rep B,Inbound Call,1,854.27,854.27,2024-02
510752,2025-11-05,South,Smart Blinds,Rep C,Partner,5,297.75,1488.75,2025-11
510753,2024-05-23,Midwest,Outdoor Shades,Rep D,Inbound Call,2,1076.97,2153.94,2024-05
510754,2025-05-18,West,Smart Blinds,Rep C,Referral,2,499.69,999.38,2025-05
510755,2025-01-07,West,Window Treatments,Rep A,Website,4,823.94,3295.76,2025-01
510756,2024-02-04,East,Window Treatments,Rep D,Referral,2,337.95,675.9,2024-02
510757,2024-02-13,East,Smart Blinds,Rep A,Canvassing,3,766.22,2298.66,2024-02
510758,2025-10-23,South,Outdoor Shades,Rep E,Inbound Call,3,806.21,2418.63,2025-10
510759,2024-03-20,South,Outdoor Shades,Rep A,Website,4,640.14,2560.56,2024-03
510760,2024-12-27,East,Window Treatments,Rep D,Inbound Call,5,980.12,4900.6,2024-12
510761,2025-09-19,South,Outdoor Shades,Rep E,Inbound Call,3,751.11,2253.33,2025-09
510762,2024-08-21,Midwest,Outdoor Shades,Rep E,Canvassing,4,152.78,611.12,2024-08
510763,2024-02-17,West,Accessories,Rep A,Website,3,270.03,810.09,2024-02
510764,2024-08-13,East,Window Treatments,Rep C,Website,3,489.66,1468.98,2024-08
510765,2024-01-13,South,Smart Blinds,Rep C,Inbound Call,4,1056.35,4225.4,2024-01
510766,2024-12-21,West,Window Treatments,Rep D,Website,5,441.25,2206.25,2024-12
510767,2025-07-08,East,Smart Blinds,Rep A,Partner,2,1076.7,2153.4,2025-07
510768,2024-11-30,West,Window Treatments,Rep C,Website,5,302.75,1513.75,2024-11
510769,2024-10-10,East,Window Treatments,Rep B,Inbound Call,3,1059.64,3178.92,2024-10
510770,2025-03-27,West,Smart Blinds,Rep D,Canvassing,3,877.9,2633.7,2025-03
510771,2025-06-10,Midwest,Window Treatments,Rep D,Inbound Call,5,567.12,2835.6,2025-06
510772,2024-08-14,South,Window Treatments,Rep A,Referral,1,1030.96,1030.96,2024-08
510773,2025-01-23,Midwest,Smart Blinds,Rep C,Referral,4,192.12,768.48,2025-01
510774,2024-06-03,West,Smart Blinds,Rep A,Partner,2,227.95,455.9,2024-06
510775,2025-07-27,South,Window Treatments,Rep C,Inbound Call,5,158.33,791.65,2025-07
510776,2025-05-01,West,Window Treatments,Rep D,Canvassing,5,325.75,1628.75,2025-05
510777,2025-07-28,South,Accessories,Rep E,Referral,4,895.24,3580.96,2025-07
510778,2025-05-25,Midwest,Outdoor Shades,Rep D,Referral,3,911.69,2735.07,2025-05
510779,2024-08-22,East,Window Treatments,Rep E,Inbound Call,5,818.02,4090.1,2024-08
510780,2024-12-06,Midwest,Window Treatments,Rep C,Website,2,329.05,658.1,2024-12
510781,2024-03-06,East,Outdoor Shades,Rep E,Referral,3,820.22,2460.66,2024-03
510782,2025-03-14,East,Window Treatments,Rep C,Canvassing,2,192.71,385.42,2025-03
510783,2024-09-10,South,Window Treatments,Rep B,Referral,3,607.87,1823.61,2024-09
510784,2025-05-09,West,Outdoor Shades,Rep E,Referral,1,647.85,647.85,2025-05
510785,2024-10-13,East,Window Treatments,Rep A,Partner,4,574.51,2298.04,2024-10
510786,2024-02-13,Midwest,Outdoor Shades,Rep A,Inbound Call,1,488.13,488.13,2024-02
510787,2025-01-12,West,Window Treatments,Rep C,Inbound Call,2,373.15,746.3,2025-01
510788,2024-10-30,Midwest,Outdoor Shades,Rep C,Canvassing,4,1014.72,4058.88,2024-10
510789,2024-03-13,East,Outdoor Shades,Rep E,Inbound Call,2,421.84,843.68,2024-03
510790,2025-01-03,Midwest,Accessories,Rep B,Referral,2,292.62,585.24,2025-01
510791,2025-03-17,South,Accessories,Rep B,Referral,5,442.35,2211.75,2025-03
510792,2024-11-22,West,Outdoor Shades,Rep A,Website,3,239.61,718.83,2024-11
510793,2024-08-26,West,Window Treatments,Rep B,Inbound Call,4,1019.38,4077.52,2024-08
510794,2024-08-09,Midwest,Window Treatments,Rep D,Referral,4,484.02,1936.08,2024-08
510795,2024-10-04,South,Window Treatments,Rep C,Inbound Call,4,1031.35,4125.4,2024-10
510796,2025-10-20,Midwest,Outdoor Shades,Rep B,Website,5,444.97,2224.85,2025-10
510797,2025-06-08,East,Outdoor Shades,Rep B,Website,4,268.09,1072.36,2025-06
510798,2025-08-25,Midwest,Accessories,Rep A,Partner,2,320.32,640.64,2025-08
510799,2025-10-20,South,Outdoor Shades,Rep E,Partner,4,504.26,2017.04,2025-10
510800,2024-02-16,East,Outdoor Shades,Rep D,Referral,5,499.01,2495.05,2024-02
510801,2024-01-12,West,Outdoor Shades,Rep C,Referral,3,339.9,1019.7,2024-01
510802,2025-05-23,South,Window Treatments,Rep B,Canvassing,1,166.46,166.46,2025-05
510803,2024-02-24,East,Accessories,Rep A,Inbound Call,1,858.28,858.28,2024-02
510804,2025-10-14,South,Outdoor Shades,Rep D,Website,1,1066.76,1066.76,2025-10
510805,2024-05-23,East,Outdoor Shades,Rep E,Inbound Call,5,994.26,4971.3,2024-05
510806,2024-10-21,South,Outdoor Shades,Rep E,Referral,1,1003.63,1003.63,2024-10
510807,2024-09-19,East,Smart Blinds,Rep D,Inbound Call,4,873.58,3494.32,2024-09
510808,2024-06-04,East,Window Treatments,Rep C,Inbound Call,2,527.57,1055.14,2024-06
510809,2025-01-08,Midwest,Smart Blinds,Rep B,Website,1,688.46,688.46,2025-01
510810,2024-04-25,South,Window Treatments,Rep C,Website,4,322.52,1290.08,2024-04
510811,2025-04-16,East,Window Treatments,Rep B,Inbound Call,5,257.97,1289.85,2025-04
510812,2024-12-05,South,Accessories,Rep A,Canvassing,4,1095.79,4383.16,2024-12
510813,2025-11-17,West,Smart Blinds,Rep E,Canvassing,1,850.52,850.52,2025-11
510814,2024-10-03,West,Outdoor Shades,Rep A,Canvassing,4,338.58,1354.32,2024-10
510815,2025-09-05,West,Outdoor Shades,Rep C,Website,1,179.37,179.37,2025-09
510816,2024-06-19,Midwest,Window Treatments,Rep C,Canvassing,1,398.03,398.03,2024-06
510817,2025-05-07,Midwest,Outdoor Shades,Rep D,Referral,4,978.04,3912.16,2025-05
510818,2025-01-10,East,Smart Blinds,Rep A,Partner,5,1056.38,5281.9,2025-01
510819,2025-04-20,West,Window Treatments,Rep B,Partner,2,192.29,384.58,2025-04
510820,2024-03-22,West,Smart Blinds,Rep E,Canvassing,2,468.52,937.04,2024-03
510821,2024-04-01,East,Accessories,Rep C,Partner,3,138.03,414.09,2024-04
510822,2025-09-13,East,Window Treatments,Rep B,Canvassing,1,388.66,388.66,2025-09
510823,2024-08-09,East,Outdoor Shades,Rep B,Inbound Call,3,493.65,1480.95,2024-08
510824,2024-09-15,Midwest,Window Treatments,Rep E,Inbound Call,4,1048.5,4194.0,2024-09
510825,2024-01-21,East,Accessories,Rep D,Inbound Call,3,407.13,1221.39,2024-01
510826,2025-05-22,West,Outdoor Shades,Rep B,Canvassing,2,311.02,622.04,2025-05
510827,2024-10-29,East,Outdoor Shades,Rep C,Inbound Call,1,300.52,300.52,2024-10
510828,2025-08-23,Midwest,Window Treatments,Rep E,Canvassing,4,616.82,2467.28,2025-08
510829,2024-06-16,Midwest,Outdoor Shades,Rep C,Inbound Call,1,187.98,187.98,2024-06
510830,2025-08-12,South,Outdoor Shades,Rep C,Website,5,1073.18,5365.9,2025-08
510831,2025-05-20,West,Outdoor Shades,Rep D,Website,1,437.24,437.24,2025-05
510832,2025-06-08,East,Window Treatments,Rep A,Website,3,567.89,1703.67,2025-06
510833,2024-08-12,West,Window Treatments,Rep D,Partner,1,239.1,239.1,2024-08
510834,2024-11-13,South,Accessories,Rep C,Inbound Call,2,809.98,1619.96,2024-11
510835,2024-08-11,Midwest,Outdoor Shades,Rep E,Inbound Call,4,770.62,3082.48,2024-08
510836,2024-03-14,West,Smart Blinds,Rep D,Referral,1,169.58,169.58,2024-03
510837,2025-12-09,West,Accessories,Rep E,Partner,1,660.2,660.2,2025-12
510838,2025-08-29,Midwest,Smart Blinds,Rep A,Partner,4,675.6,2702.4,2025-08
510839,2024-03-30,West,Outdoor Shades,Rep B,Canvassing,1,255.21,255.21,2024-03
510840,2024-09-23,South,Outdoor Shades,Rep D,Canvassing,3,261.84,785.52,2024-09
510841,2024-07-13,Midwest,Smart Blinds,Rep C,Partner,1,147.16,147.16,2024-07
510842,2024-01-10,West,Outdoor Shades,Rep B,Inbound Call,2,796.59,1593.18,2024-01
510843,2025-07-13,East,Window Treatments,Rep C,Partner,2,1029.5,2059.0,2025-07
510844,2024-05-02,West,Window Treatments,Rep E,Partner,5,986.92,4934.6,2024-05
510845,2024-04-14,South,Smart Blinds,Rep E,Partner,3,772.59,2317.77,2024-04
